episode,reward,epsilon,Max Future Q-value,Action,State 
14431,24,0.05019453242032801,4.183258621785782,Daignose for ArterialpH level,Non ideal ArterialpH level
14432,-171,0.05018449351384394,-0.7107958419154761,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14433,-23,0.05017445661514117,2.066699098248898,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14434,17,0.050164421723818145,2.837615292140409,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14435,18,0.05015438883947338,-0.5589265285843075,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14436,-69,0.05014435796170549,1.6478227209392433,Daignose for ArterialpH level,Non ideal ArterialpH level
14437,-28,0.050134329090113144,25.0,Daignose for ArterialpH level,Non ideal ArterialpH level
14438,-200,0.05012430222429512,-3.63255646730515,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14439,-200,0.05011427736385026,-0.037275910395507594,Daignose for heartRate,Non ideal Maintain heartRate
14440,-28,0.050104254508377494,-0.13738278588934083, , 
14441,-200,0.05009423365747582,-1.253371816830552,Daignose for ArterialpH level,Non ideal ArterialpH level
14442,-10,0.05008421481074433,-0.8770620672609795,Daignose for ArterialpH level,Non ideal ArterialpH level
14443,24,0.05007419796778218,-0.31117062546335017,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14444,-34,0.050064183128188625,-1.969005339819942,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14445,14,0.05005417029156299,-1.8636112878960462, , 
14446,20,0.05004415945750468,-0.7836954943148919,Daignose for ArterialpH level,Non ideal ArterialpH level
14447,24,0.05003415062561318,4.3132238297555965,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14448,24,0.05002414379548806,-0.07364639048390931,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14449,8,0.05001413896672896,-0.5419406884445532,Daignose for ArterialpH level,Non ideal ArterialpH level
14450,-39,0.05000413613893562,-1.2296006471426004,Daignose for heartRate,Non ideal Maintain heartRate
14451,-30,0.04999413531170783,-0.1672416580855387,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14452,-7,0.04998413648464549,-0.3793051973067012,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14453,-34,0.04997413965734856,-1.2936854527943629,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14454,-1,0.04996414482941709,4.049024463961086,Daignose for heartRate,Non ideal Maintain heartRate
14455,-89,0.04995415200045121,1.0031877969664922, , 
14456,24,0.04994416117005112,-0.09986914150729476,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14457,-10,0.04993417233781711,-0.4235480344611333, , 
14458,11,0.04992418550334955,-1.7997878549786557,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14459,19,0.04991420066624888,-0.25963279164997566,Daignose for heartRate,Non ideal Maintain heartRate
14460,22,0.049904217826115635,0.6933000972983034, , 
14461,20,0.04989423698255041,-0.11835117031173592,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14462,24,0.0498842581351539,-1.5433505944559691,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14463,21,0.049874281283526875,-0.03657347265815325,Daignose for ArterialpH level,Non ideal ArterialpH level
14464,24,0.04986430642727017,-0.8770620672609795,Daignose for heartRate,Non ideal Maintain heartRate
14465,-17,0.04985433356598472,4.270434193939749,Daignose for ArterialpH level, 
14466,-139,0.04984436269927152,1.113695341596327, , 
14467,-2,0.04983439382673167,-0.38281063569544926,Daignose for ArterialpH level,Non ideal ArterialpH level
14468,-200,0.04982442694796632,1.6479165151740653,Daignose for ArterialpH level,Non ideal ArterialpH level
14469,-200,0.04981446206257673,-3.916144687868753,Daignose for heartRate,Non ideal Maintain heartRate
14470,18,0.04980449917016422,1.6135803202259191, , 
14471,-50,0.04979453827033019,-0.7447502691201038,Daignose for ArterialpH level,Non ideal ArterialpH level
14472,-151,0.04978457936267612,-0.28717762890179,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14473,24,0.049774622446803585,-0.9899181398539767,Daignose for ArterialpH level,Non ideal ArterialpH level
14474,-108,0.049764667522314225,-0.15362529541759606,Daignose for heartRate,Non ideal Maintain heartRate
14475,-84,0.04975471458880976,2.125067121241157,Daignose for ArterialpH level,Non ideal ArterialpH level
14476,-200,0.049744763645892004,-1.8873532356269682,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14477,-200,0.04973481469316283,-2.693108316348077,Daignose for heartRate,Non ideal Maintain heartRate
14478,-200,0.0497248677302242,1.5582291292526647, , 
14479,9,0.04971492275667815,-2.2862109782828233,Daignose for heartRate,Non ideal Maintain heartRate
14480,-85,0.04970497977212682,-2.875887361404833,Daignose for ArterialpH level,Non ideal ArterialpH level
14481,17,0.049695038776172394,-3.0520360606169032,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14482,-88,0.04968509976841716,-0.8166000122579495,Daignose for heartRate,Non ideal Maintain heartRate
14483,-81,0.04967516274846348,-0.6358601445730816, , 
14484,-172,0.049665227715913786,-0.265931042151478, , 
14485,-200,0.0496552946703706,-1.5360096745724259,Daignose for ArterialpH level,Non ideal ArterialpH level
14486,23,0.04964536361143653,-0.5970063755818555, , 
14487,-76,0.049635434538714246,-0.06555191156846618,Daignose for ArterialpH level,Non ideal ArterialpH level
14488,-31,0.0496255074518065,3.4059102565118846, , 
14489,24,0.04961558235031614,-0.24908443561676474,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14490,22,0.04960565923384608,0.4770802470581798,Daignose for heartRate,Non ideal Maintain heartRate
14491,22,0.04959573810199931,-0.7194486563708375,Daignose for ArterialpH level,Non ideal ArterialpH level
14492,21,0.04958581895437891,-2.2862109782828233,Daignose for ArterialpH level,Non ideal ArterialpH level
14493,-200,0.04957590179058804,7.089098853786547,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14494,25,0.04956598661022992,3.73794408500311, , 
14495,-38,0.049556073412907874,0.11671292643990938,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14496,-200,0.049546162198225295,3.3460822623030193,Daignose for heartRate,Non ideal Maintain heartRate
14497,-82,0.04953625296578565,-0.36833008802195, , 
14498,22,0.049526345715192495,-0.27317890541880807,Daignose for ArterialpH level,Non ideal ArterialpH level
14499,24,0.049516440446049456,1.3185627323446725,Daignose for ArterialpH level,Non ideal ArterialpH level
14500,24,0.049506537157960245,-0.16015140078838197,Daignose for ArterialpH level,Non ideal ArterialpH level
14501,19,0.04949663585052865,3.0160936816924546,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14502,25,0.04948673652335855,-0.4107064433602998,Daignose for heartRate,Non ideal Maintain heartRate
14503,18,0.049476839176053874,-0.8770620672609795,Daignose for ArterialpH level,Non ideal ArterialpH level
14504,23,0.049466943808218665,-1.2296006471426004,Daignose for ArterialpH level,Non ideal ArterialpH level
14505,-17,0.04945705041945702,-0.24935190181473565,Daignose for ArterialpH level,Non ideal ArterialpH level
14506,-200,0.04944715900937313,-1.3985911732401046,Daignose for heartRate,Non ideal ArterialpH level
14507,-200,0.04943726957757126,-4.199559494721335,Daignose for heartRate,Non ideal Maintain heartRate
14508,10,0.049427382123655744,1.6556520459180772,Daignose for heartRate,Non ideal Maintain heartRate
14509,24,0.04941749664723102,3.899152663993995,Daignose for ArterialpH level,Non ideal ArterialpH level
14510,-5,0.04940761314790157,-2.105502187380636,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14511,16,0.04939773162527199,-0.3947957648077403,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14512,-95,0.049387852078946935,-0.17546816518147157,Daignose for heartRate,Non ideal Maintain heartRate
14513,22,0.049377974508531146,-0.8983044081394729,Daignose for ArterialpH level,Non ideal ArterialpH level
14514,-66,0.04936809891362944,-1.0004072036934692, , 
14515,-200,0.049358225293846716,-2.3302337056611186,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14516,21,0.04934835364878795,-0.39036906790617465,Daignose for SpO2 and FiO2,Non ideal ArterialpH level
14517,23,0.04933848397805819,7.3075345276086665,Daignose for heartRate,Non ideal Maintain heartRate
14518,2,0.04932861628126258,1.6556520459180772,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14519,13,0.04931875055800633,1.7721504093623006,Daignose for ArterialpH level,Non ideal ArterialpH level
14520,19,0.049308886807894727,4.049024463961086,Daignose for ArterialpH level,Non ideal ArterialpH level
14521,-124,0.04929902503053315,-0.25045924742757997,Daignose for heartRate,Non ideal Maintain heartRate
14522,-200,0.049289165225527044,-3.150008576348415,Daignose for SpO2 and FiO2,Non ideal heartRate
14523,14,0.04927930739248194,-0.03657347265815325, , 
14524,18,0.04926945153100344,1.3482840258044597,Daignose for heartRate,Non ideal Maintain heartRate
14525,-200,0.04925959764069724,-2.0152041216916903,Daignose for ArterialpH level,Non ideal ArterialpH level
14526,-2,0.0492497457211691,2.837615292140409,Daignose for heartRate,Non ideal Maintain heartRate
14527,24,0.049239895772024866,8.8517810748478,Daignose for ArterialpH level,Non ideal ArterialpH level
14528,24,0.04923004779287046,1.3185627323446725,Daignose for ArterialpH level,Non ideal heartRate
14529,-322,0.04922020178331189,-0.9945579396575726,Daignose for heartRate,Non ideal Maintain heartRate
14530,-45,0.04921035774295523,-2.993544815009155,Daignose for ArterialpH level,Non ideal ArterialpH level
14531,-8,0.04920051567140664,-1.13611106249399, , 
14532,24,0.049190675568272356,1.7805944780735004,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14533,-200,0.0491808374331587,7.050943469767346, , 
14534,-149,0.049171001265672074,-0.41920594175411807,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14535,2,0.04916116706541894,-0.6904368172436972, , 
14536,23,0.04915133483200586,3.6780486902418197,Daignose for ArterialpH level,Non ideal ArterialpH level
14537,-136,0.049141504565039455,-0.7194486563708375,Daignose for heartRate,Non ideal Maintain heartRate
14538,13,0.04913167626412645,-3.0520360606169032,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14539,13,0.049121849928873626,2.079061912759372,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14540,13,0.04911202555888785,8.8517810748478,Daignose for heartRate,Non ideal Maintain heartRate
14541,23,0.04910220315377607,-1.5433505944559691, , 
14542,-55,0.04909238271314532,2.125067121241157,Daignose for heartRate,Non ideal Maintain heartRate
14543,-200,0.04908256423660269,-2.0712501942358856,Daignose for heartRate,Non ideal Maintain heartRate
14544,15,0.049072747723755375,-2.4612362817636093, , 
14545,-200,0.04906293317421063,-3.05169935710176,Daignose for heartRate,Non ideal Maintain heartRate
14546,24,0.049053120587575785,4.09278913086606,Daignose for ArterialpH level,Non ideal ArterialpH level
14547,21,0.04904330996345827,-0.8962780741257685,Daignose for heartRate,Non ideal Maintain heartRate
14548,-43,0.04903350130146558,3.6081175186034007,Daignose for ArterialpH level,Non ideal ArterialpH level
14549,-22,0.04902369460120529,-0.15362529541759606,Daignose for heartRate,Non ideal Maintain heartRate
14550,-200,0.04901388986228505,-2.6608192114210114,Daignose for heartRate,Non ideal Maintain heartRate
14551,-29,0.04900408708431259,-2.2862109782828233, , 
14552,-200,0.04899428626689573,-0.0459815467270466,Daignose for ArterialpH level,Non ideal ArterialpH level
14553,20,0.048984487409642355,-0.8581866599498991, , 
14554,-26,0.048974690512160426,-0.674636367604263, , 
14555,-200,0.048964895574058,-1.9352800913250787,Daignose for ArterialpH level,Non ideal ArterialpH level
14556,13,0.048955102594943185,-0.029988377408783684,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14557,-200,0.0489453115744242,5.5891050718464586,Daignose for ArterialpH level,Non ideal ArterialpH level
14558,11,0.048935522512109315,-2.4612362817636093,Daignose for heartRate,Non ideal Maintain heartRate
14559,-301,0.0489257354076069,-0.6956931768316057, , 
14560,23,0.04891595026052538,-0.31117062546335017,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14561,-62,0.04890616707047327,-2.312856100571281,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14562,-13,0.04889638583705918,-0.22249670888616535,Daignose for heartRate,Non ideal Maintain heartRate
14563,-200,0.04888660655989177,-2.3758562807174886, , 
14564,6,0.04887682923857979,-1.2573878714972682,Daignose for ArterialpH level,Non ideal ArterialpH level
14565,-66,0.048867053872732075,1.3004936860787097,Daignose for heartRate,Non ideal Maintain heartRate
14566,-200,0.04885728046195753,8.048490256985945,Daignose for ArterialpH level,Non ideal SpO2 and FiO2
14567,2,0.04884750900586514,-0.3187059381050412,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14568,-3,0.04883773950406397,-2.4612362817636093, , 
14569,-200,0.04882797195616316,-0.942879183919336,Daignose for ArterialpH level,Non ideal ArterialpH level
14570,-200,0.04881820636177193,2.524226537574868,Daignose for ArterialpH level,Non ideal ArterialpH level
14571,25,0.04880844272049958,-0.8664646168781411,Daignose for SpO2 and FiO2,Non ideal heartRate
14572,22,0.048798681031955476,2.125067121241157,Daignose for heartRate,Non ideal heartRate
14573,-90,0.048788921295749084,-0.8111510825808619,Daignose for heartRate,Non ideal Maintain heartRate
14574,25,0.048779163511489934,-0.36833008802195,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14575,-200,0.04876940767878764,-0.9172009304451649,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14576,-23,0.04875965379725188,3.167468435204712, , 
14577,-119,0.04874990186649243,3.910217713169339, ,Non ideal ArterialpH level
14578,3,0.04874015188611913,1.6478227209392433,Daignose for ArterialpH level,Non ideal ArterialpH level
14579,25,0.048730403855741906,-0.5419406884445532,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14580,-200,0.04872065777497076,-1.8197454643887032,Daignose for ArterialpH level,Non ideal ArterialpH level
14581,-67,0.04871091364341577,3.268867311837483, , 
14582,22,0.04870117146068709,3.899152663993995,Daignose for ArterialpH level,Non ideal ArterialpH level
14583,25,0.04869143122639495,-0.17546816518147157, , 
14584,-103,0.04868169294014967,-2.485896436932875,Daignose for heartRate,Non ideal Maintain heartRate
14585,22,0.04867195660156164,-0.5457354145771242,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14586,-35,0.04866222221024133,-1.875339378809373,Daignose for ArterialpH level,Non ideal ArterialpH level
14587,-49,0.048652489765799285,0.2520378502066216,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14588,-12,0.04864275926784613,-0.5057720207030583,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14589,-25,0.04863303071599256,-0.27214419286672165, , 
14590,23,0.04862330410984936,-0.5970063755818555, , 
14591,-36,0.04861357944902739,-0.40918741075393855, , 
14592,20,0.048603856733137586,3.6081175186034007,Daignose for ArterialpH level,Non ideal ArterialpH level
14593,-3,0.04859413596179096,-0.45382650284922654,Daignose for ArterialpH level,Non ideal ArterialpH level
14594,-200,0.04858441713459861,-1.0426377008292524,Daignose for heartRate,Non ideal Maintain heartRate
14595,23,0.048574700251171686,-0.5457354145771242, , 
14596,13,0.04856498531112145,-1.8636112878960462, , 
14597,24,0.04855527231405923,-2.875887361404833,Daignose for heartRate,Non ideal Maintain heartRate
14598,18,0.048545561259596415,-1.3101060020420912,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14599,17,0.048535852147344495,0.4770802470581798,Daignose for heartRate,Non ideal Maintain heartRate
14600,-167,0.04852614497691503,-0.1849349669604976,Daignose for ArterialpH level,Non ideal ArterialpH level
14601,0,0.048516439747919644,0.47651602421681916,Daignose for heartRate,Non ideal Maintain heartRate
14602,-50,0.048506736459970064,-3.0520360606169032,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14603,-10,0.04849703511267807,1.7805944780735004,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14604,-16,0.04848733570565553,-0.5859842064431522,Daignose for heartRate,Non ideal Maintain heartRate
14605,4,0.048477638238514406,5.973093353739413,Daignose for ArterialpH level,Non ideal ArterialpH level
14606,21,0.048467942710866706,1.9654666416221602, , 
14607,-19,0.048458249122324534,-1.2936854527943629,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14608,21,0.04844855747250007,-0.11752936128661773,Daignose for heartRate,Non ideal Maintain heartRate
14609,22,0.048438867761005575,-0.6883069896808918, , 
14610,-200,0.04842917998745337,-2.5630122846881207,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14611,18,0.04841949415145588,-2.8456834887289477, , 
14612,-481,0.04840981025262559,-0.8052189247267929,Daignose for heartRate,Non ideal Maintain heartRate
14613,-105,0.048400128290575065,25.0,Daignose for ArterialpH level,Non ideal ArterialpH level
14614,-200,0.04839044826491695,-3.898876026883565,Daignose for heartRate,Non ideal Maintain heartRate
14615,-200,0.04838077017526397,-2.396779285653662,Daignose for ArterialpH level,Non ideal ArterialpH level
14616,17,0.04837109402122892,-0.4107064433602998,Daignose for heartRate,Non ideal Maintain heartRate
14617,12,0.04836141980242467,-0.27317890541880807,Daignose for ArterialpH level,Non ideal ArterialpH level
14618,18,0.04835174751846419,-0.7194486563708375,Daignose for heartRate,Non ideal Maintain heartRate
14619,20,0.048342077168960496,-0.7836954943148919,Daignose for ArterialpH level,Non ideal ArterialpH level
14620,-6,0.04833240875352671,-0.24908443561676474,Daignose for ArterialpH level,Non ideal ArterialpH level
14621,-200,0.048322742271776,3.372516527821981, , 
14622,-68,0.04831307772332165,-0.16015140078838197,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14623,-200,0.048303415107776984,-3.8651351260150615,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14624,-19,0.048293754424755427,-0.5692675642817937,Daignose for heartRate,Non ideal Maintain heartRate
14625,17,0.04828409567387048,-0.06873021181984651,Daignose for heartRate,Non ideal Maintain heartRate
14626,22,0.04827443885473571,5.973093353739413,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14627,-200,0.048264783966964764,3.1332674965820235,Daignose for heartRate,Non ideal Maintain heartRate
14628,-51,0.04825513101017137,-0.2734995363618884,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14629,-58,0.04824547998396934,-0.28717762890179,Daignose for ArterialpH level,Non ideal ArterialpH level
14630,-72,0.04823583088797254,-0.05623910771267138,Daignose for ArterialpH level,Non ideal ArterialpH level
14631,-4,0.04822618372179495,-1.2752319899239,Daignose for ArterialpH level,Non ideal ArterialpH level
14632,21,0.04821653848505059,4.049024463961086,Daignose for ArterialpH level,Non ideal ArterialpH level
14633,8,0.04820689517735358,-0.5692675642817937,Daignose for heartRate,Non ideal Maintain heartRate
14634,-111,0.048197253798318115,-1.0377097779055875, , 
14635,25,0.04818761434755845,-0.42225969442385985,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14636,-200,0.04817797682468894,-0.8486205565665906,Daignose for heartRate,Non ideal Maintain heartRate
14637,-72,0.048168341229324,-0.6528191099291609,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14638,13,0.04815870756107814,3.0160936816924546,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14639,-87,0.04814907581956592,-0.33674836340427117, , 
14640,-83,0.04813944600440201,0.4770802470581798,Daignose for heartRate,Non ideal Maintain heartRate
14641,-170,0.04812981811520113,-0.8929661572221024,Daignose for ArterialpH level,Non ideal ArterialpH level
14642,-21,0.04812019215157809,-1.2936854527943629,Daignose for heartRate,Non ideal Maintain heartRate
14643,-34,0.048110568113147775,1.6478227209392433,Daignose for ArterialpH level,Non ideal ArterialpH level
14644,-200,0.04810094599952515,0.20045437266040775, , 
14645,25,0.04809132581032525,-1.1708388887363688,Daignose for ArterialpH level,Non ideal ArterialpH level
14646,-1,0.04808170754516319,-0.3793051973067012,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14647,19,0.04807209120365415,-0.33674836340427117,Daignose for heartRate,Non ideal Maintain heartRate
14648,-57,0.04806247678541342,-0.7707540437329614,Daignose for ArterialpH level,Non ideal ArterialpH level
14649,-80,0.04805286429005634,1.113695341596327,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14650,-200,0.04804325371719833,-4.1233156457315525, , 
14651,-143,0.04803364506645489,-0.09986914150729476,Daignose for heartRate,Non ideal Maintain heartRate
14652,11,0.0480240383374416,2.1836025145065086,Daignose for heartRate,Non ideal Maintain heartRate
14653,-88,0.048014433529774116,-0.43580761938771584,Daignose for heartRate,Non ideal Maintain heartRate
14654,9,0.04800483064306816,-0.1403697152901957,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14655,20,0.047995229676939546,-1.7019080195526866, , 
14656,-99,0.04798563063100416,0.2520378502066216,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14657,-11,0.04797603350487796,1.3004936860787097,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14658,21,0.04796643829817698,2.837615292140409,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14659,21,0.04795684501051735,-0.5509281669025912,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14660,-7,0.047947253641515246,-3.0520360606169032,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14661,4,0.04793766419078695,2.837615292140409,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14662,-101,0.04792807665794879,-0.24935190181473565,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14663,-44,0.0479184910426172,-1.366291904705071,Daignose for ArterialpH level,Non ideal ArterialpH level
14664,24,0.04790890734440868,-0.8968587033552797,Daignose for ArterialpH level,Non ideal ArterialpH level
14665,19,0.047899325562939805,-2.5790232678908342,Daignose for ArterialpH level,Non ideal ArterialpH level
14666,-200,0.04788974569782722,-3.07942678921415,Daignose for ArterialpH level,Non ideal ArterialpH level
14667,24,0.047880167748687655,-0.3097163749336138,Daignose for heartRate,Non ideal Maintain heartRate
14668,-200,0.04787059171513792,-2.616620263460195,Daignose for heartRate,Non ideal Maintain heartRate
14669,11,0.04786101759679489,-0.7194486563708375,Daignose for heartRate,Non ideal heartRate
14670,-15,0.04785144539327553,-0.28846061604024875, , 
14671,14,0.04784187510419687,-1.6558869701149743,Daignose for ArterialpH level,Non ideal ArterialpH level
14672,24,0.04783230672917604,-0.6904368172436972,Daignose for heartRate,Non ideal Maintain heartRate
14673,24,0.047822740267830205,-0.8581866599498991, , 
14674,15,0.04781317571977664,-0.3392582381493874,Daignose for ArterialpH level,Non ideal ArterialpH level
14675,-45,0.047803613084632685,-2.312856100571281,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14676,-12,0.04779405236201576,-0.7278723633783581,Daignose for heartRate,Non ideal Maintain heartRate
14677,17,0.04778449355154336,1.7805944780735004,Daignose for ArterialpH level,Non ideal ArterialpH level
14678,10,0.04777493665283305,-0.8632388557855606, , 
14679,-159,0.04776538166550248,-0.09473221567621337,Daignose for ArterialpH level,Non ideal ArterialpH level
14680,-200,0.04775582858916938,-2.188421233856193,Daignose for ArterialpH level,Non ideal ArterialpH level
14681,-34,0.04774627742345155,-0.17577850312152954,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14682,13,0.04773672816796686,-0.07364639048390931,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14683,23,0.04772718082233327,1.6390040158774188,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14684,-301,0.04771763538616881,-0.175669679329439,Daignose for heartRate,Non ideal Maintain heartRate
14685,-27,0.04770809185909158,-0.08385590957472289,Daignose for ArterialpH level,Non ideal ArterialpH level
14686,10,0.04769855024071976,-0.16015140078838197,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14687,-200,0.04768901053067162,-1.5655463649201202, , 
14688,22,0.047679472728565486,-2.8456834887289477, , 
14689,24,0.04766993683401977,1.627496209266246,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14690,-200,0.04766040284665297,-3.480544858899541,Daignose for heartRate,Non ideal Maintain heartRate
14691,14,0.04765087076608364,2.125067121241157,Daignose for ArterialpH level,Non ideal ArterialpH level
14692,16,0.047641340591930426,-0.45382650284922654,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14693,-200,0.04763181232381204,0.9601191011714476,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14694,14,0.04762228596134728,-0.5161626098976013,Daignose for ArterialpH level,Non ideal ArterialpH level
14695,-87,0.04761276150415501,25.0, , 
14696,-200,0.047603238951854185,-1.7218971041942321,Daignose for heartRate,Non ideal Maintain heartRate
14697,-31,0.047593718304063816,-0.07364639048390931, , 
14698,-93,0.047584199560403,-3.488432534359764, , 
14699,-102,0.047574682720490924,-2.6308938709717196,Daignose for ArterialpH level,Non ideal ArterialpH level
14700,-200,0.04756516778394683,-0.6765702152638693,Daignose for ArterialpH level,Non ideal ArterialpH level
14701,19,0.047555654750390045,1.9654666416221602,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14702,-38,0.04754614361943997,-1.1358793254398525,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14703,25,0.047536634390716086,-0.5669204422599856,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14704,22,0.047527127063837944,-2.2351384182362066,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14705,20,0.04751762163842518,-1.2443068614186688,Daignose for heartRate,Non ideal Maintain heartRate
14706,-34,0.04750811811409749,1.8713464665033517,Daignose for ArterialpH level,Non ideal ArterialpH level
14707,-50,0.047498616490474675,-0.16015140078838197, , 
14708,-97,0.047489116767176584,-0.4350683317786886,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14709,23,0.04747961894382315,-0.5692675642817937,Daignose for ArterialpH level,Non ideal ArterialpH level
14710,-160,0.04747012302003439,-1.0922247858430252, , 
14711,22,0.04746062899543038,3.73794408500311, , 
14712,-69,0.047451136869631295,-1.115970672706308,Daignose for heartRate,Non ideal Maintain heartRate
14713,-11,0.04744164664225737,0.6933000972983034,Daignose for ArterialpH level,Non ideal ArterialpH level
14714,20,0.04743215831292892,3.73794408500311,Daignose for heartRate,Non ideal Maintain heartRate
14715,19,0.04742267188126634,-0.11835117031173592,Daignose for ArterialpH level,Non ideal ArterialpH level
14716,2,0.04741318734689008,1.627496209266246,Daignose for ArterialpH level,Non ideal ArterialpH level
14717,20,0.04740370470942071,-1.061105739636199, , 
14718,17,0.047394223968478824,-0.5970063755818555,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14719,-59,0.04738474512368513,-0.7580030014528006, , 
14720,-10,0.047375268174660395,1.6135803202259191,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14721,23,0.047365793121025464,8.8517810748478,Daignose for ArterialpH level,Non ideal ArterialpH level
14722,-6,0.04735631996240126,4.3132238297555965, ,Non ideal ArterialpH level
14723,-7,0.04734684869840878,-1.7570987436835899,Daignose for ArterialpH level,Non ideal ArterialpH level
14724,22,0.0473373793286691,2.837615292140409,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14725,23,0.04732791185280336,-0.45382650284922654,Daignose for ArterialpH level,Non ideal ArterialpH level
14726,-21,0.0473184462704328,-0.4350683317786886,Daignose for heartRate,Non ideal Maintain heartRate
14727,20,0.047308982581178716,1.9654666416221602,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
14728,25,0.04729952078466248,-0.17577850312152954,Daignose for heartRate,Non ideal Maintain heartRate
14729,21,0.047290060880505545,-0.1168756744022108,Daignose for heartRate,Non ideal Maintain heartRate
14730,21,0.04728060286832945,1.8713464665033517, , 
